intended_pedal,scenario,heel_x,heel_y,heel_center_x,heel_center_y,heel_pressure,brake_pressed,accel_pressed,car_velocity_kph,heel_anchor_dx,heel_anchor_dy,actual_pressed_pedal,risk_score,safety
accel,heel_too_far_warning,"[0.4002, 0.504]","[0.8856, 0.958]",0.4521,0.9218,57.63,0,1,26.94,0.0009,0.0868,accel,0.897,1
brake,safe_brake_cover,"[0.3659, 0.4811]","[0.7972, 0.8556]",0.4235,0.8264,38.41,1,0,22.99,-0.0277,-0.0086,brake,0.0,0
brake,brake_press_low_speed_warning,"[0.3926, 0.5053]","[0.7804, 0.8593]",0.4489,0.8198,56.91,1,0,9.33,-0.0023,-0.0152,brake,0.0,1
accel,heel_right_danger,"[0.5285, 0.6291]","[0.8211, 0.8875]",0.5788,0.8543,40.08,0,1,15.52,0.1276,0.0193,accel,1.752,2
accel,safe_brake_cover,"[0.3744, 0.4732]","[0.7831, 0.8426]",0.4238,0.8128,49.21,0,1,19.54,-0.0274,-0.0222,accel,0.0,0
brake,safe_brake_cover,"[0.3908, 0.4989]","[0.7938, 0.8526]",0.4448,0.8232,51.35,1,0,20.32,-0.0064,-0.0118,brake,0.0,0
accel,brake_press_low_speed_warning,"[0.3789, 0.4965]","[0.7798, 0.8698]",0.4377,0.8248,57.62,1,0,7.52,-0.0135,-0.0102,brake,5.5,2
accel,safe_centered,"[0.4319, 0.4968]","[0.7926, 0.8491]",0.4644,0.8209,47.73,0,1,29.04,0.0132,-0.0141,accel,0.0,0
accel,safe_slight_right,"[0.4323, 0.5178]","[0.7931, 0.8619]",0.4751,0.8275,44.82,0,1,18.31,0.0239,-0.0075,accel,0.0,0
brake,safe_centered,"[0.392, 0.4931]","[0.8138, 0.898]",0.4426,0.8559,53.05,1,0,23.42,-0.0086,0.0209,brake,0.0,0
accel,safe_brake_cover,"[0.3925, 0.5017]","[0.7807, 0.8731]",0.4471,0.8269,47.77,0,1,16.76,-0.0041,-0.0081,accel,0.0,0
brake,heel_too_far_warning,"[0.3675, 0.4999]","[0.9004, 0.9673]",0.4337,0.9338,42.86,1,0,22.56,-0.0175,0.0988,brake,1.287,1
brake,safe_centered,"[0.4075, 0.4841]","[0.8155, 0.892]",0.4458,0.8537,40.83,1,0,38.6,-0.0054,0.0187,brake,0.0,0
brake,safe_centered,"[0.4153, 0.5124]","[0.8243, 0.899]",0.4638,0.8616,37.14,1,0,26.09,0.0126,0.0266,brake,0.0,0
brake,safe_brake_cover,"[0.3802, 0.4827]","[0.8043, 0.8671]",0.4314,0.8357,39.56,1,0,29.38,-0.0198,0.0007,brake,0.0,0
brake,safe_brake_cover,"[0.3808, 0.4766]","[0.81, 0.8697]",0.4287,0.8399,57.03,1,0,27.77,-0.0225,0.0049,brake,0.0,0
accel,heel_too_close_warning,"[0.4024, 0.4884]","[0.7168, 0.7835]",0.4454,0.7501,22.84,0,1,31.28,-0.0058,-0.0849,accel,0.436,1
brake,panic_random_danger,"[0.5281, 0.6453]","[0.7782, 0.8489]",0.5867,0.8136,94.41,1,0,14.25,0.1355,-0.0214,brake,6.729,2
brake,safe_slight_right,"[0.4102, 0.5029]","[0.8262, 0.8838]",0.4565,0.855,34.16,1,0,23.68,0.0053,0.02,brake,0.0,0
accel,no_pedal_danger,"[0.3922, 0.5115]","[0.8104, 0.8762]",0.4518,0.8433,64.99,0,0,8.57,0.0006,0.0083,none,2.5,2
brake,heel_right_danger,"[0.5055, 0.5899]","[0.7673, 0.839]",0.5477,0.8031,51.58,1,0,43.61,0.0965,-0.0319,brake,4.39,2
brake,accel_press_high_speed_warning,"[0.3852, 0.5037]","[0.7941, 0.8637]",0.4444,0.8289,58.19,0,1,56.45,-0.0068,-0.0061,accel,5.5,2
accel,safe_slight_right,"[0.4418, 0.5211]","[0.815, 0.8745]",0.4814,0.8447,42.36,0,1,31.27,0.0302,0.0097,accel,0.0,0
accel,safe_slight_right,"[0.3912, 0.4793]","[0.7793, 0.8503]",0.4353,0.8148,40.53,0,1,23.17,-0.0159,-0.0202,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4102, 0.5089]","[0.8105, 0.8656]",0.4596,0.838,55.38,0,1,45.18,0.0084,0.003,accel,5.5,2
accel,safe_brake_cover,"[0.3846, 0.4731]","[0.8001, 0.8703]",0.4288,0.8352,45.47,0,1,34.89,-0.0224,0.0002,accel,0.0,0
accel,accel_press_high_speed_warning,"[0.4044, 0.4761]","[0.8456, 0.9086]",0.4403,0.8771,20.54,0,1,58.72,-0.0109,0.0421,accel,1.0,1
accel,safe_slight_right,"[0.4104, 0.4905]","[0.7943, 0.8616]",0.4505,0.8279,37.98,0,1,3.0,-0.0007,-0.0071,accel,0.0,0
brake,panic_random_danger,"[0.2973, 0.4047]","[0.886, 0.952]",0.351,0.919,54.5,0,0,6.07,-0.1002,0.084,none,4.508,2
accel,safe_slight_right,"[0.4469, 0.5142]","[0.8152, 0.8981]",0.4805,0.8567,44.89,0,1,12.23,0.0293,0.0217,accel,0.0,0
accel,safe_centered,"[0.3992, 0.4825]","[0.7943, 0.863]",0.4409,0.8286,52.71,0,1,30.3,-0.0103,-0.0064,accel,0.0,0
accel,accel_press_high_speed_warning,"[0.4231, 0.5065]","[0.7955, 0.8747]",0.4648,0.8351,33.95,0,1,33.96,0.0136,0.0001,accel,0.0,1
brake,heel_left_danger,"[0.2845, 0.3898]","[0.7923, 0.8604]",0.3372,0.8264,72.74,1,0,39.06,-0.114,-0.0086,brake,1.574,2
accel,no_pedal_danger,"[0.3758, 0.4884]","[0.8058, 0.8776]",0.4321,0.8417,68.83,0,0,34.8,-0.0191,0.0067,none,3.9,2
accel,safe_slight_right,"[0.4162, 0.5008]","[0.7895, 0.8616]",0.4585,0.8255,25.01,0,1,31.63,0.0073,-0.0095,accel,0.0,0
accel,safe_slight_right,"[0.4121, 0.5171]","[0.799, 0.8746]",0.4646,0.8368,51.7,0,1,19.29,0.0134,0.0018,accel,0.0,0
brake,safe_centered,"[0.3991, 0.4714]","[0.8034, 0.8604]",0.4352,0.8319,56.07,1,0,20.34,-0.016,-0.0031,brake,0.0,0
accel,safe_slight_right,"[0.4103, 0.502]","[0.7735, 0.8428]",0.4561,0.8081,45.84,0,1,0.0,0.0049,-0.0269,accel,0.0,0
accel,safe_brake_cover,"[0.3851, 0.4669]","[0.787, 0.8606]",0.426,0.8238,45.27,0,1,35.64,-0.0252,-0.0112,accel,0.0,0
accel,heel_too_close_warning,"[0.4305, 0.4909]","[0.7215, 0.7961]",0.4607,0.7588,55.74,0,1,9.95,0.0095,-0.0762,accel,0.328,1
brake,safe_slight_right,"[0.4097, 0.5355]","[0.795, 0.8612]",0.4726,0.8281,38.77,1,0,46.32,0.0214,-0.0069,brake,0.257,0
brake,heel_left_danger,"[0.2746, 0.3551]","[0.808, 0.8756]",0.3149,0.8418,42.38,1,0,45.85,-0.1363,0.0068,brake,2.765,2
brake,heel_left_warning,"[0.3448, 0.4414]","[0.7746, 0.8536]",0.3931,0.8141,56.18,1,0,36.78,-0.0581,-0.0209,brake,0.361,1
brake,safe_brake_cover,"[0.389, 0.4857]","[0.8009, 0.8892]",0.4374,0.8451,40.18,1,0,40.28,-0.0138,0.0101,brake,0.0,0
accel,safe_centered,"[0.3976, 0.4902]","[0.7966, 0.8491]",0.4439,0.8229,38.79,0,1,19.75,-0.0073,-0.0121,accel,0.0,0
brake,safe_slight_right,"[0.4142, 0.521]","[0.7611, 0.8309]",0.4676,0.796,42.46,1,0,30.19,0.0164,-0.039,brake,0.058,0
brake,safe_centered,"[0.4103, 0.5244]","[0.7957, 0.8737]",0.4673,0.8347,29.71,1,0,53.2,0.0161,-0.0003,brake,0.045,0
accel,heel_left_danger,"[0.3149, 0.4006]","[0.7785, 0.8623]",0.3578,0.8204,58.78,0,1,63.57,-0.0934,-0.0146,accel,3.761,2
brake,heel_right_warning,"[0.4478, 0.5617]","[0.7983, 0.8713]",0.5047,0.8348,34.7,1,0,25.67,0.0535,-0.0002,brake,1.811,1
brake,brake_press_low_speed_warning,"[0.4034, 0.486]","[0.8001, 0.8923]",0.4447,0.8462,50.81,1,0,5.33,-0.0065,0.0112,brake,0.0,1
brake,safe_centered,"[0.4204, 0.5103]","[0.7842, 0.8701]",0.4654,0.8271,50.66,1,0,16.37,0.0142,-0.0079,brake,0.0,0
accel,safe_slight_right,"[0.421, 0.5085]","[0.796, 0.866]",0.4648,0.831,46.47,0,1,27.95,0.0136,-0.004,accel,0.0,0
accel,heel_right_warning,"[0.4576, 0.5503]","[0.8097, 0.8912]",0.504,0.8504,50.52,0,1,27.9,0.0528,0.0154,accel,0.255,1
accel,safe_slight_right,"[0.4189, 0.4989]","[0.8085, 0.8687]",0.4589,0.8386,47.65,0,1,34.31,0.0077,0.0036,accel,0.0,0
brake,brake_press_low_speed_warning,"[0.4377, 0.4977]","[0.8071, 0.8587]",0.4677,0.8329,50.78,1,0,0.0,0.0165,-0.0021,brake,0.86,1
brake,safe_brake_cover,"[0.385, 0.4885]","[0.7881, 0.8486]",0.4367,0.8184,51.21,1,0,38.47,-0.0145,-0.0166,brake,0.0,0
brake,wrong_pedal_danger,"[0.3999, 0.4895]","[0.8106, 0.8917]",0.4447,0.8511,89.14,0,1,16.67,-0.0065,0.0161,accel,5.5,2
accel,accel_press_high_speed_warning,"[0.4233, 0.504]","[0.7921, 0.8597]",0.4636,0.8259,44.11,0,1,62.32,0.0124,-0.0091,accel,1.0,1
accel,heel_too_close_warning,"[0.4034, 0.4922]","[0.7419, 0.7936]",0.4478,0.7678,53.68,0,1,4.17,-0.0034,-0.0672,accel,0.216,1
brake,no_pedal_danger,"[0.4003, 0.4832]","[0.7993, 0.8782]",0.4418,0.8387,69.27,0,0,33.54,-0.0094,0.0037,none,3.9,2
accel,safe_centered,"[0.4192, 0.5115]","[0.7939, 0.8613]",0.4654,0.8276,24.63,0,1,31.84,0.0142,-0.0074,accel,0.0,0
accel,safe_brake_cover,"[0.398, 0.4845]","[0.8297, 0.893]",0.4412,0.8613,52.25,0,1,17.24,-0.01,0.0263,accel,0.0,0
accel,accel_press_high_speed_warning,"[0.3841, 0.5009]","[0.7833, 0.852]",0.4425,0.8176,35.64,0,1,77.68,-0.0087,-0.0174,accel,1.0,1
accel,safe_slight_right,"[0.4232, 0.52]","[0.7601, 0.8479]",0.4716,0.804,49.19,0,1,43.42,0.0204,-0.031,accel,0.0,0
brake,heel_too_far_warning,"[0.407, 0.4923]","[0.8665, 0.9495]",0.4497,0.908,46.2,1,0,56.11,-0.0015,0.073,brake,0.447,1
brake,heel_left_warning,"[0.3658, 0.4288]","[0.8099, 0.8772]",0.3973,0.8435,60.4,1,0,39.04,-0.0539,0.0085,brake,0.279,1
accel,safe_brake_cover,"[0.3767, 0.4795]","[0.8019, 0.8475]",0.4281,0.8247,43.89,0,1,39.63,-0.0231,-0.0103,accel,0.0,0
accel,safe_slight_right,"[0.4174, 0.5194]","[0.8091, 0.8676]",0.4684,0.8384,39.37,0,1,0.77,0.0172,0.0034,accel,0.0,0
accel,safe_slight_right,"[0.4155, 0.5146]","[0.8009, 0.8857]",0.465,0.8433,39.68,0,1,26.95,0.0138,0.0083,accel,0.0,0
brake,heel_left_danger,"[0.3053, 0.4044]","[0.7813, 0.8554]",0.3549,0.8184,61.01,1,0,20.59,-0.0963,-0.0166,brake,1.127,2
accel,heel_left_danger,"[0.2464, 0.3554]","[0.7853, 0.8513]",0.3009,0.8183,51.68,0,1,24.04,-0.1503,-0.0167,accel,6.719,2
brake,panic_random_danger,"[0.8129, 0.9346]","[0.9044, 0.9639]",0.8738,0.9341,65.43,0,1,17.03,0.4226,0.0991,accel,38.543,2
brake,safe_centered,"[0.3941, 0.4752]","[0.7772, 0.8519]",0.4347,0.8145,44.91,1,0,50.04,-0.0165,-0.0205,brake,0.0,0
brake,heel_left_danger,"[0.2711, 0.3311]","[0.7815, 0.8593]",0.3011,0.8204,41.46,1,0,28.67,-0.1501,-0.0146,brake,3.5,2
brake,safe_slight_right,"[0.4215, 0.5056]","[0.815, 0.8849]",0.4636,0.8499,49.39,1,0,60.22,0.0124,0.0149,brake,0.0,0
accel,heel_right_danger,"[0.5111, 0.6194]","[0.8239, 0.9082]",0.5652,0.866,39.19,0,1,33.08,0.114,0.031,accel,1.481,2
brake,safe_centered,"[0.4224, 0.4866]","[0.7977, 0.8655]",0.4545,0.8316,37.98,1,0,38.16,0.0033,-0.0034,brake,0.0,0
accel,heel_left_danger,"[0.263, 0.3724]","[0.7985, 0.8834]",0.3177,0.8409,88.77,0,1,38.63,-0.1335,0.0059,accel,5.373,2
brake,accel_press_high_speed_warning,"[0.394, 0.4905]","[0.7964, 0.8788]",0.4423,0.8376,40.48,0,1,62.16,-0.0089,0.0026,accel,5.5,2
brake,heel_too_close_warning,"[0.4028, 0.491]","[0.6887, 0.7692]",0.4469,0.7289,50.35,1,0,29.35,-0.0043,-0.1061,brake,0.922,1
brake,safe_slight_right,"[0.4085, 0.5023]","[0.7884, 0.8647]",0.4554,0.8266,37.5,1,0,47.97,0.0042,-0.0084,brake,0.0,0
brake,wrong_pedal_danger,"[0.4201, 0.5028]","[0.8098, 0.8621]",0.4614,0.8359,47.76,0,1,33.21,0.0102,0.0009,accel,5.5,2
accel,safe_centered,"[0.4116, 0.5058]","[0.8035, 0.8664]",0.4587,0.8349,57.2,0,1,18.24,0.0075,-0.0001,accel,0.0,0
brake,safe_brake_cover,"[0.3865, 0.4992]","[0.7903, 0.8733]",0.4429,0.8318,39.83,1,0,30.63,-0.0083,-0.0032,brake,0.0,0
brake,wrong_pedal_danger,"[0.4271, 0.4891]","[0.7753, 0.8524]",0.4581,0.8138,53.07,0,1,6.72,0.0069,-0.0212,accel,5.5,2
accel,heel_right_danger,"[0.4914, 0.6002]","[0.7792, 0.8764]",0.5458,0.8278,56.7,0,1,30.12,0.0946,-0.0072,accel,1.092,2
accel,accel_press_high_speed_warning,"[0.381, 0.4812]","[0.7994, 0.86]",0.4311,0.8297,29.5,0,1,42.83,-0.0201,-0.0053,accel,0.0,1
accel,heel_left_danger,"[0.2551, 0.3441]","[0.8167, 0.8802]",0.2996,0.8485,62.17,0,1,47.62,-0.1516,0.0135,accel,6.818,2
brake,panic_random_danger,"[0.4907, 0.5997]","[0.628, 0.6985]",0.5452,0.6633,50.8,0,0,6.09,0.094,-0.1717,none,9.797,2
accel,heel_too_far_warning,"[0.4334, 0.5084]","[0.8767, 0.945]",0.4709,0.9109,54.68,0,1,27.68,0.0197,0.0759,accel,0.54,1
accel,wrong_pedal_danger,"[0.3831, 0.4667]","[0.7683, 0.8554]",0.4249,0.8119,42.99,1,0,38.52,-0.0263,-0.0231,brake,5.5,2
accel,heel_too_far_warning,"[0.3934, 0.4894]","[0.9014, 0.9793]",0.4414,0.9403,68.37,0,1,41.37,-0.0098,0.1053,accel,1.498,1
brake,heel_right_danger,"[0.5146, 0.6178]","[0.8114, 0.8815]",0.5662,0.8465,44.2,1,0,20.77,0.115,0.0115,brake,5.502,2
accel,safe_centered,"[0.4031, 0.4976]","[0.7981, 0.8698]",0.4503,0.834,38.85,0,1,22.92,-0.0009,-0.001,accel,0.0,0
accel,safe_centered,"[0.369, 0.4996]","[0.7991, 0.8533]",0.4343,0.8262,47.41,0,1,17.93,-0.0169,-0.0088,accel,0.0,0
accel,accel_press_high_speed_warning,"[0.4146, 0.5175]","[0.8294, 0.8771]",0.466,0.8532,52.09,0,1,56.59,0.0148,0.0182,accel,1.0,1
accel,safe_centered,"[0.3799, 0.4821]","[0.8134, 0.8687]",0.431,0.8411,37.2,0,1,3.64,-0.0202,0.0061,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4037, 0.5262]","[0.8322, 0.8846]",0.465,0.8584,68.19,0,1,52.73,0.0138,0.0234,accel,5.5,2
accel,safe_slight_right,"[0.4216, 0.5236]","[0.811, 0.8873]",0.4726,0.8492,46.43,0,1,26.58,0.0214,0.0142,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4217, 0.5009]","[0.7739, 0.8473]",0.4613,0.8106,81.63,0,1,60.42,0.0101,-0.0244,accel,5.5,2
accel,accel_press_high_speed_warning,"[0.4075, 0.513]","[0.784, 0.824]",0.4603,0.804,40.26,0,1,55.73,0.0091,-0.031,accel,1.0,1
brake,safe_slight_right,"[0.4158, 0.511]","[0.8125, 0.8839]",0.4634,0.8482,38.94,1,0,45.78,0.0122,0.0132,brake,0.0,0
accel,accel_press_high_speed_warning,"[0.4082, 0.5273]","[0.7906, 0.8671]",0.4678,0.8289,54.61,0,1,50.55,0.0166,-0.0061,accel,0.0,1
brake,accel_press_high_speed_warning,"[0.3759, 0.5004]","[0.8053, 0.8838]",0.4382,0.8445,36.27,0,1,78.55,-0.013,0.0095,accel,5.5,2
brake,heel_left_danger,"[0.2599, 0.3971]","[0.8035, 0.8647]",0.3285,0.8341,42.15,1,0,51.11,-0.1227,-0.0009,brake,2.038,2
accel,heel_too_far_warning,"[0.3954, 0.5023]","[0.8746, 0.9398]",0.4488,0.9072,64.37,0,1,43.83,-0.0024,0.0722,accel,0.421,1
accel,heel_right_warning,"[0.4594, 0.5498]","[0.8117, 0.8791]",0.5046,0.8454,45.12,0,1,13.23,0.0534,0.0104,accel,0.268,1
accel,safe_brake_cover,"[0.4095, 0.5087]","[0.808, 0.8573]",0.4591,0.8326,49.7,0,1,40.05,0.0079,-0.0024,accel,0.0,0
brake,safe_slight_right,"[0.4043, 0.4919]","[0.794, 0.8727]",0.4481,0.8333,40.25,1,0,30.78,-0.0031,-0.0017,brake,0.0,0
brake,panic_random_danger,"[0.0505, 0.1709]","[0.7874, 0.8391]",0.1107,0.8132,75.77,1,0,19.1,-0.3405,-0.0218,brake,13.654,2
brake,wrong_pedal_danger,"[0.4027, 0.4832]","[0.7935, 0.852]",0.4429,0.8228,66.67,0,1,15.9,-0.0083,-0.0122,accel,5.5,2
brake,no_pedal_danger,"[0.405, 0.5136]","[0.8005, 0.8832]",0.4593,0.8418,64.16,0,0,69.18,0.0081,0.0068,none,3.9,2
accel,heel_right_danger,"[0.4934, 0.6029]","[0.7971, 0.8718]",0.5482,0.8344,54.35,0,1,35.99,0.097,-0.0006,accel,1.14,2
accel,safe_slight_right,"[0.4162, 0.5168]","[0.7859, 0.8535]",0.4665,0.8197,39.4,0,1,3.08,0.0153,-0.0153,accel,0.0,0
brake,safe_centered,"[0.4099, 0.5094]","[0.8396, 0.896]",0.4597,0.8678,33.1,1,0,53.08,0.0085,0.0328,brake,0.0,0
brake,heel_too_far_warning,"[0.4018, 0.4833]","[0.8883, 0.9501]",0.4426,0.9192,49.24,1,0,39.76,-0.0086,0.0842,brake,0.811,1
brake,heel_too_far_warning,"[0.4049, 0.503]","[0.8625, 0.9179]",0.454,0.8902,70.34,1,0,40.73,0.0028,0.0552,brake,0.065,1
accel,heel_too_far_warning,"[0.4078, 0.4994]","[0.8858, 0.9691]",0.4536,0.9274,44.06,0,1,42.99,0.0024,0.0924,accel,1.079,1
accel,no_pedal_danger,"[0.4016, 0.476]","[0.7978, 0.8738]",0.4388,0.8358,44.71,0,0,48.63,-0.0124,0.0008,none,3.9,2
accel,safe_slight_right,"[0.3989, 0.4989]","[0.802, 0.8702]",0.4489,0.8361,48.73,0,1,39.23,-0.0023,0.0011,accel,0.0,0
brake,heel_left_danger,"[0.2921, 0.4]","[0.791, 0.846]",0.3461,0.8185,47.71,1,0,55.06,-0.1051,-0.0165,brake,1.303,2
accel,safe_slight_right,"[0.4229, 0.5128]","[0.7931, 0.8643]",0.4679,0.8287,47.62,0,1,7.73,0.0167,-0.0063,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4053, 0.4989]","[0.7962, 0.8689]",0.4521,0.8325,63.16,0,1,58.45,0.0009,-0.0025,accel,5.5,2
accel,safe_slight_right,"[0.4057, 0.4995]","[0.8046, 0.8773]",0.4526,0.841,34.91,0,1,25.83,0.0014,0.006,accel,0.0,0
accel,safe_brake_cover,"[0.3896, 0.4865]","[0.7966, 0.8684]",0.4381,0.8325,48.59,0,1,39.74,-0.0131,-0.0025,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4048, 0.5042]","[0.7759, 0.8475]",0.4545,0.8117,57.53,0,1,65.03,0.0033,-0.0233,accel,5.5,2
accel,safe_centered,"[0.3834, 0.4907]","[0.7921, 0.8676]",0.437,0.8299,66.03,0,1,32.0,-0.0142,-0.0051,accel,0.0,0
accel,safe_slight_right,"[0.3977, 0.5038]","[0.7827, 0.8575]",0.4507,0.8201,42.29,0,1,32.54,-0.0005,-0.0149,accel,0.0,0
accel,panic_random_danger,"[0.6268, 0.7239]","[0.6677, 0.7565]",0.6754,0.7121,50.73,0,0,44.38,0.2242,-0.1229,none,10.231,2
brake,heel_left_danger,"[0.3029, 0.3963]","[0.7922, 0.8756]",0.3496,0.8339,48.02,1,0,30.75,-0.1016,-0.0011,brake,1.232,2
brake,heel_right_warning,"[0.4547, 0.5471]","[0.8077, 0.8778]",0.5009,0.8428,36.76,1,0,42.05,0.0497,0.0078,brake,1.584,1
accel,heel_too_far_warning,"[0.4098, 0.4733]","[0.8653, 0.9595]",0.4415,0.9124,56.81,0,1,41.67,-0.0097,0.0774,accel,0.591,1
brake,safe_centered,"[0.3749, 0.483]","[0.8114, 0.8788]",0.4289,0.8451,45.9,1,0,30.09,-0.0223,0.0101,brake,0.0,0
accel,heel_left_danger,"[0.2807, 0.3998]","[0.8342, 0.9032]",0.3403,0.8687,74.5,0,1,57.39,-0.1109,0.0337,accel,4.577,2
accel,safe_brake_cover,"[0.4126, 0.5038]","[0.8279, 0.876]",0.4582,0.8519,51.56,0,1,9.3,0.007,0.0169,accel,0.0,0
brake,heel_too_close_warning,"[0.3848, 0.4974]","[0.7004, 0.7552]",0.4411,0.7278,42.67,1,0,26.66,-0.0101,-0.1072,brake,0.96,1
accel,safe_slight_right,"[0.3871, 0.4748]","[0.8288, 0.8952]",0.431,0.862,50.99,0,1,25.11,-0.0202,0.027,accel,0.0,0
accel,no_pedal_danger,"[0.3988, 0.5032]","[0.7973, 0.8556]",0.451,0.8265,63.78,0,0,32.53,-0.0002,-0.0085,none,3.9,2
accel,safe_brake_cover,"[0.4092, 0.5021]","[0.7973, 0.8676]",0.4556,0.8325,59.39,0,1,2.5,0.0044,-0.0025,accel,0.0,0
accel,safe_centered,"[0.4162, 0.5212]","[0.7871, 0.8593]",0.4687,0.8232,56.53,0,1,21.45,0.0175,-0.0118,accel,0.0,0
brake,safe_centered,"[0.4056, 0.4882]","[0.786, 0.8618]",0.4469,0.8239,40.91,1,0,34.84,-0.0043,-0.0111,brake,0.0,0
accel,safe_brake_cover,"[0.3806, 0.4747]","[0.8078, 0.8853]",0.4276,0.8466,45.44,0,1,37.91,-0.0236,0.0116,accel,0.0,0
brake,brake_press_low_speed_warning,"[0.3753, 0.4872]","[0.811, 0.8893]",0.4312,0.8501,42.49,1,0,5.65,-0.02,0.0151,brake,0.0,1
accel,no_pedal_danger,"[0.3899, 0.5052]","[0.8115, 0.8866]",0.4476,0.849,61.32,0,0,38.79,-0.0036,0.014,none,3.9,2
accel,safe_slight_right,"[0.4238, 0.5257]","[0.7888, 0.8795]",0.4747,0.8342,53.61,0,1,24.56,0.0235,-0.0008,accel,0.0,0
accel,safe_brake_cover,"[0.3792, 0.4904]","[0.8041, 0.8607]",0.4348,0.8324,51.82,0,1,34.21,-0.0164,-0.0026,accel,0.0,0
accel,heel_too_far_warning,"[0.4115, 0.523]","[0.9029, 0.9897]",0.4672,0.9463,59.01,0,1,45.34,0.016,0.1113,accel,1.692,1
brake,safe_centered,"[0.4102, 0.5178]","[0.794, 0.8607]",0.464,0.8274,46.64,1,0,23.59,0.0128,-0.0076,brake,0.0,0
accel,panic_random_danger,"[0.4084, 0.5191]","[0.818, 0.8953]",0.4638,0.8566,45.17,0,1,29.96,0.0126,0.0216,accel,0.0,2
brake,safe_brake_cover,"[0.3833, 0.5058]","[0.8048, 0.8773]",0.4445,0.8411,30.93,1,0,42.17,-0.0067,0.0061,brake,0.0,0
accel,no_pedal_danger,"[0.385, 0.4865]","[0.7993, 0.8716]",0.4358,0.8354,74.1,0,0,37.93,-0.0154,0.0004,none,3.9,2
accel,safe_centered,"[0.4134, 0.4862]","[0.7931, 0.8664]",0.4498,0.8297,60.43,0,1,15.97,-0.0014,-0.0053,accel,0.0,0
accel,safe_brake_cover,"[0.3781, 0.5005]","[0.7915, 0.8712]",0.4393,0.8313,44.28,0,1,48.1,-0.0119,-0.0037,accel,0.0,0
accel,safe_brake_cover,"[0.389, 0.467]","[0.7833, 0.8529]",0.428,0.8181,41.45,0,1,20.5,-0.0232,-0.0169,accel,0.0,0
brake,safe_brake_cover,"[0.397, 0.4672]","[0.7907, 0.8608]",0.4321,0.8258,44.77,1,0,11.36,-0.0191,-0.0092,brake,0.0,0
brake,panic_random_danger,"[0.3166, 0.4537]","[0.6832, 0.7508]",0.3851,0.717,65.34,0,1,33.94,-0.0661,-0.118,accel,7.331,2
accel,safe_centered,"[0.409, 0.5004]","[0.801, 0.8749]",0.4547,0.8379,60.23,0,1,25.2,0.0035,0.0029,accel,0.0,0
accel,safe_centered,"[0.4044, 0.5186]","[0.778, 0.8659]",0.4615,0.822,37.83,0,1,20.87,0.0103,-0.013,accel,0.0,0
accel,no_pedal_danger,"[0.4005, 0.5042]","[0.8292, 0.8955]",0.4524,0.8624,71.14,0,0,45.72,0.0012,0.0274,none,3.9,2
accel,safe_centered,"[0.4007, 0.4933]","[0.8077, 0.8898]",0.447,0.8487,52.83,0,1,22.45,-0.0042,0.0137,accel,0.0,0
brake,safe_centered,"[0.3865, 0.4869]","[0.7924, 0.8508]",0.4367,0.8216,38.27,1,0,39.74,-0.0145,-0.0134,brake,0.0,0
accel,wrong_pedal_danger,"[0.3744, 0.4807]","[0.7956, 0.844]",0.4276,0.8198,57.48,1,0,0.0,-0.0236,-0.0152,brake,5.5,2
brake,safe_slight_right,"[0.3873, 0.4856]","[0.7971, 0.8818]",0.4365,0.8395,48.8,1,0,21.3,-0.0147,0.0045,brake,0.0,0
accel,brake_press_low_speed_warning,"[0.3737, 0.4749]","[0.7899, 0.8575]",0.4243,0.8237,54.88,1,0,2.7,-0.0269,-0.0113,brake,5.5,2
accel,safe_brake_cover,"[0.3898, 0.5022]","[0.8056, 0.8689]",0.446,0.8372,43.52,0,1,28.82,-0.0052,0.0022,accel,0.0,0
accel,panic_random_danger,"[0.8308, 0.9233]","[0.7112, 0.7767]",0.877,0.744,58.43,0,0,24.93,0.4258,-0.091,none,20.03,2
brake,heel_too_far_warning,"[0.349, 0.4687]","[0.8983, 0.966]",0.4088,0.9321,59.98,1,0,48.62,-0.0424,0.0971,brake,1.279,1
brake,heel_left_warning,"[0.3382, 0.4409]","[0.7733, 0.8612]",0.3896,0.8172,42.76,1,0,54.41,-0.0616,-0.0178,brake,0.432,1
accel,safe_slight_right,"[0.4196, 0.5085]","[0.798, 0.8785]",0.4641,0.8383,57.85,0,1,27.01,0.0129,0.0033,accel,0.0,0
accel,no_pedal_danger,"[0.403, 0.5114]","[0.7978, 0.8623]",0.4572,0.83,52.97,0,0,39.64,0.006,-0.005,none,3.9,2
brake,panic_random_danger,"[0.2049, 0.3145]","[0.7271, 0.8053]",0.2597,0.7662,51.48,0,0,3.75,-0.1915,-0.0688,none,8.442,2
accel,safe_centered,"[0.4102, 0.5066]","[0.806, 0.8822]",0.4584,0.8441,40.72,0,1,0.0,0.0072,0.0091,accel,0.0,0
accel,accel_press_high_speed_warning,"[0.4031, 0.5013]","[0.8238, 0.8914]",0.4522,0.8576,19.65,0,1,75.52,0.001,0.0226,accel,1.0,1
